station,glatos_array,station_no,consecutive_deploy_no,intend_lat,intend_long,deploy_lat,deploy_long,recover_lat,recover_long,deploy_date_time,recover_date_time,bottom_depth,riser_length,instrument_depth,ins_model_no,glatos_ins_frequency,ins_serial_no,deployed_by,comments,glatos_seasonal,glatos_project,glatos_vps
HBO-022,HBO,22,1,,,45.49204,-84.06179,45.49204,-84.06179,2010-04-12 13:50:00,2010-07-30 17:30:00,,,,VR2W,69,109493,Trevor Meckley,,Yes,HBSLM,No
HBO-023,HBO,23,1,,,45.49415,-84.06237,45.49415,-84.06237,2010-04-12 13:50:00,2010-07-31 17:30:00,,,,VR2W,69,109494,Trevor Meckley,,Yes,HBSLM,No
HBO-024,HBO,24,1,,,45.49417,-84.06547,45.49417,-84.06547,2010-04-12 13:50:00,2010-08-01 17:30:00,,,,VR2W,69,109495,Trevor Meckley,,Yes,HBSLM,No
HBO-025,HBO,25,1,,,45.49411,-84.06861,45.49411,-84.06861,2010-04-12 13:50:00,2010-08-02 17:30:00,,,,VR2W,69,109496,Trevor Meckley,,Yes,HBSLM,No
HBO-026,HBO,26,1,,,45.49368,-84.07179,45.49368,-84.07179,2010-04-12 13:50:00,2010-08-03 17:30:00,,,,VR2W,69,109497,Trevor Meckley,,Yes,HBSLM,No
HBO-027,HBO,27,1,,,45.49461,-84.07424,45.49461,-84.07424,2010-04-12 13:50:00,2010-08-04 17:30:00,,,,VR2W,69,109498,Trevor Meckley,,Yes,HBSLM,No
HBO-028,HBO,28,1,,,45.49556,-84.07672,45.49556,-84.07672,2010-04-12 13:50:00,2010-08-05 17:30:00,,,,VR2W,69,109499,Trevor Meckley,,Yes,HBSLM,No
HBO-029,HBO,29,1,,,45.49669,-84.07931,45.49669,-84.07931,2010-04-12 13:50:00,2010-08-06 17:30:00,,,,VR2W,69,109471,Trevor Meckley,,Yes,HBSLM,No
HBO-003,HBO,3,1,,,45.49043,-84.06530,45.49043,-84.06530,2010-04-12 13:50:00,2010-07-11 17:30:00,,,,VR2W,69,109474,Trevor Meckley,,Yes,HBSLM,No
HBO-030,HBO,30,1,,,45.49796,-84.08150,45.49796,-84.08150,2010-04-12 13:50:00,2010-08-07 17:30:00,,,,VR2W,69,109501,Trevor Meckley,,Yes,HBSLM,No
HBO-031,HBO,31,1,,,45.49907,-84.07900,45.49907,-84.07900,2010-04-12 13:50:00,2010-08-08 17:30:00,,,,VR2W,69,109502,Trevor Meckley,,Yes,HBSLM,No
HBO-032,HBO,32,1,,,45.49782,-84.07698,45.49782,-84.07698,2010-04-12 13:50:00,2010-08-09 17:30:00,,,,VR2W,69,109503,Trevor Meckley,,Yes,HBSLM,No
HBO-033,HBO,33,1,,,45.49657,-84.07434,45.49657,-84.07434,2010-04-12 13:50:00,2010-08-10 17:30:00,,,,VR2W,69,109504,Trevor Meckley,,Yes,HBSLM,No
HBO-034,HBO,34,1,,,45.49564,-84.07178,45.49564,-84.07178,2010-04-12 13:50:00,2010-08-11 17:30:00,,,,VR2W,69,109505,Trevor Meckley,,Yes,HBSLM,No
HBO-035,HBO,35,1,,,45.49570,-84.06749,45.49570,-84.06749,2010-04-12 13:50:00,2010-08-12 17:30:00,,,,VR2W,69,109506,Trevor Meckley,,Yes,HBSLM,No
HBO-036,HBO,36,1,,,45.49589,-84.06413,45.49589,-84.06413,2010-04-12 13:50:00,2010-08-13 17:30:00,,,,VR2W,69,109507,Trevor Meckley,,Yes,HBSLM,No
HBO-037,HBO,37,1,,,45.49756,-84.06601,45.49756,-84.06601,2010-04-12 13:50:00,2010-08-14 17:30:00,,,,VR2W,69,109508,Trevor Meckley,,Yes,HBSLM,No
HBO-038,HBO,38,1,,,45.49722,-84.06993,45.49722,-84.06993,2010-04-12 13:50:00,2010-08-15 17:30:00,,,,VR2W,69,109509,Trevor Meckley,,Yes,HBSLM,No
HBO-039,HBO,39,1,,,45.49886,-84.07411,45.49886,-84.07411,2010-04-12 13:50:00,2010-08-16 17:30:00,,,,VR2W,69,109510,Trevor Meckley,,Yes,HBSLM,No
HBO-004,HBO,4,1,,,45.49060,-84.06785,45.49060,-84.06785,2010-04-12 13:50:00,2010-07-12 17:30:00,,,,VR2W,69,109475,Trevor Meckley,,Yes,HBSLM,No
HBO-005,HBO,5,1,,,45.49085,-84.07040,45.49085,-84.07040,2010-04-12 13:50:00,2010-07-13 17:30:00,,,,VR2W,69,109476,Trevor Meckley,,Yes,HBSLM,No
HBO-006,HBO,6,1,,,45.49093,-84.07232,45.49093,-84.07232,2010-04-12 13:50:00,2010-07-14 17:30:00,,,,VR2W,69,109477,Trevor Meckley,,Yes,HBSLM,No
HBO-007,HBO,7,1,,,45.49129,-84.07418,45.49129,-84.07418,2010-04-12 13:50:00,2010-07-15 17:30:00,,,,VR2W,69,109478,Trevor Meckley,,Yes,HBSLM,No
HBO-008,HBO,8,1,,,45.49176,-84.07667,45.49176,-84.07667,2010-04-12 13:50:00,2010-07-16 17:30:00,,,,VR2W,69,109479,Trevor Meckley,,Yes,HBSLM,No
HBO-009,HBO,9,1,,,45.49232,-84.07912,45.49232,-84.07912,2010-04-12 13:50:00,2010-07-17 17:30:00,,,,VR2W,69,109480,Trevor Meckley,,Yes,HBSLM,No
OQR-040,OQR,40,1,,,45.48984,-84.07402,45.48984,-84.07402,2010-04-12 13:50:00,2010-08-17 17:30:00,,,,VR2W,69,109511,Trevor Meckley,,Yes,HBSLM,No
OQR-041,OQR,41,1,,,45.48954,-84.07516,45.48954,-84.07516,2010-04-12 13:50:00,2010-08-18 17:30:00,,,,VR2W,69,109512,Trevor Meckley,,Yes,HBSLM,No
OQR-042,OQR,42,1,,,45.48913,-84.07684,45.48913,-84.07684,2010-04-12 13:50:00,2010-08-19 17:30:00,,,,VR2W,69,109513,Trevor Meckley,,Yes,HBSLM,No
OQR-043,OQR,43,1,,,45.48496,-84.08998,45.48467,-84.07684,2010-04-12 13:50:00,2010-08-20 17:30:00,,,,VR2W,69,109514,Trevor Meckley,,Yes,HBSLM,No
OQR-044,OQR,44,1,,,45.48495,-84.09096,45.48495,-84.09096,2010-04-12 13:50:00,2010-08-21 17:30:00,,,,VR2W,69,109515,Trevor Meckley,,Yes,HBSLM,No
OQR-045,OQR,45,1,,,45.48194,-84.10470,45.48194,-84.10470,2010-04-12 13:50:00,2010-08-22 17:30:00,,,,VR2W,69,109516,Trevor Meckley,,Yes,HBSLM,No
OQR-046,OQR,46,1,,,45.48179,-84.10725,45.48179,-84.10725,2010-04-12 13:50:00,2010-08-23 17:30:00,,,,VR2W,69,109517,Trevor Meckley,,Yes,HBSLM,No
SSM-018,SSM,18,1,,,46.51290,-84.34418,,,2010-04-15 15:12:00,2010-04-15 21:13:00,,,,VR2W,69,109125,,,Yes,SMRSL,Y
SSM-019,SSM,19,1,,,46.51330,-84.34189,,,2010-04-15 15:33:00,2010-04-15 20:59:00,,,,VR2W,69,106324,,,Yes,SMRSL,Y
SSM-015,SSM,15,1,,,46.51122,-84.34269,,,2010-04-15 16:02:00,2010-04-15 21:29:00,,,,VR2W,69,109121,,,Yes,SMRSL,Y
SSM-014,SSM,14,1,,,46.50967,-84.33937,,,2010-04-15 18:30:00,2010-08-01 16:38:00,,,,VR2W,69,109446,,,Yes,SMRSL,Y
SSM-020,SSM,20,1,,,46.50955,-84.34273,,,2010-04-15 18:38:00,2010-06-24 13:17:00,,,,VR2W,69,109460,,,Yes,SMRSL,Y
SSM-011,SSM,11,1,,,46.50767,-84.34174,,,2010-04-15 18:50:00,2010-08-01 14:48:00,,,,VR2W,69,109127,,,Yes,SMRSL,Y
SSM-013,SSM,13,1,,,46.50848,-84.34319,,,2010-04-15 19:01:00,2010-08-01 15:16:00,,,,VR2W,69,106323,,,Yes,SMRSL,Y
SSM-012,SSM,12,1,,,46.50819,-84.34516,,,2010-04-15 19:15:00,2010-08-01 15:02:00,,,,VR2W,69,109451,,,Yes,SMRSL,Y
SSM-010,SSM,10,1,,,46.50715,-84.34361,,,2010-04-15 19:27:00,2010-06-24 13:56:00,,,,VR2W,69,109124,,,Yes,SMRSL,Y
SSM-009,SSM,9,1,,,46.50598,-84.34507,,,2010-04-15 19:38:00,2010-07-31 18:48:00,,,,VR2W,69,109452,,,Yes,SMRSL,Y
SSM-008,SSM,8,1,,,46.50613,-84.34254,,,2010-04-15 19:50:00,2010-07-31 18:33:00,,,,VR2W,69,109454,,,Yes,SMRSL,Y
SSM-016,SSM,16,1,,,46.51158,-84.34044,,,2010-04-15 20:50:00,2010-08-01 17:14:00,,,,VR2W,69,109126,,,Yes,SMRSL,Y
SSM-019,SSM,19,2,,,46.51312,-84.34196,,,2010-04-15 21:06:00,2010-08-01 18:18:00,,,,VR2W,69,106324,,,Yes,SMRSL,Y
SSM-018,SSM,18,2,,,46.51281,-84.34414,,,2010-04-15 21:23:00,2010-06-24 12:08:00,,,,VR2W,69,109125,,,Yes,SMRSL,Y
SSM-015,SSM,15,2,,,46.51114,-84.34271,,,2010-04-15 21:34:00,2010-06-24 12:50:00,,,,VR2W,69,109121,,,Yes,SMRSL,Y
EDS-003,EDS,3,1,,,46.49858,-84.33414,,,2010-04-16 13:20:00,2010-07-31 16:55:00,,,,VR2W,69,109414,,,Yes,SMRSL,Y
EDS-002,EDS,2,1,,,46.49885,-84.33390,,,2010-04-16 13:31:00,2010-06-24 15:12:00,,,,VR2W,69,109463,,,Yes,SMRSL,Y
EDS-001,EDS,1,1,,,46.49862,-84.33339,,,2010-04-16 13:47:00,2010-07-31 16:25:00,,,,VR2W,69,109413,,,Yes,SMRSL,Y
PWC-001,PWC,1,1,,,46.50562,-84.35006,,,2010-04-16 14:07:00,2010-06-03 15:20:00,,,,VR2W,69,109461,,,Yes,SMRSL,N
PWC-002,PWC,2,1,,,46.50539,-84.35170,,,2010-04-16 14:11:00,2010-06-03 15:48:00,,,,VR2W,69,109418,,,Yes,SMRSL,N
SSM-017,SSM,17,1,,,46.51229,-84.34173,,,2010-04-16 14:29:00,2011-08-08 12:05:00,,,,VR2W,69,109453,,,Yes,SMRSL,Y
SSM-006,SSM,6,1,,,46.50551,-84.33995,,,2010-04-16 14:56:00,2010-06-24 14:21:00,,,,VR2W,69,109123,,,Yes,SMRSL,Y
SSM-005,SSM,5,1,,,46.50342,-84.33871,,,2010-04-16 15:45:00,2011-11-09 16:20:00,,,,VR2W,69,109438,,,Yes,SMRSL,N
SSM-004,SSM,4,1,,,46.50050,-84.33757,,,2010-04-16 15:56:00,2010-06-02 17:54:00,,,,VR2W,69,109416,,,Yes,SMRSL,N
IS1-004,IS1,4,1,,,46.48318,-84.29961,,,2010-04-16 17:33:00,2010-06-24 18:44:00,,,,VR2W,69,109407,,,Yes,SMRSL,N
RVR-002,RVR,2,1,,,46.47607,-84.30247,,,2010-04-16 17:52:00,2010-07-31 14:32:00,,,,VR2W,69,109406,,,Yes,SMRSL,N
IS1-003,IS1,3,1,,,46.48115,-84.29803,,,2010-04-16 18:12:00,2010-07-31 12:34:00,,,,VR2W,69,109456,,,Yes,SMRSL,N
IS1-001,IS1,1,1,,,46.47708,-84.29527,,,2010-04-16 18:37:00,2010-06-03 19:15:00,,,,VR2W,69,109458,,,Yes,SMRSL,N
RVR-001,RVR,1,1,,,46.46455,-84.29028,,,2010-04-16 19:00:00,2010-07-31 14:58:00,,,,VR2W,69,109420,,,Yes,SMRSL,N
IS1-002,IS1,2,1,,,46.47798,-84.29277,,,2010-04-16 19:18:00,2010-07-31 13:25:00,,,,VR2W,69,109415,,,Yes,SMRSL,N
LRP-001,LRP,1,1,,,46.47871,-84.28730,,,2010-04-16 19:40:00,2010-07-31 15:16:00,,,,VR2W,69,109122,,,Yes,SMRSL,N
CKI-004,CKI,4,1,,,46.49456,-84.27225,,,2010-04-17 13:25:00,2010-04-28 12:00:00,,,,VR2W,69,109457,,,Yes,SMRSL,Y
CKI-005,CKI,5,1,,,46.49594,-84.27301,,,2010-04-17 13:38:00,2010-04-28 13:48:00,,,,VR2W,69,109440,,,Yes,SMRSL,Y
CKI-002,CKI,2,1,,,46.49657,-84.26933,,,2010-04-17 13:50:00,2010-04-28 13:26:00,,,,VR2W,69,109409,,,Yes,SMRSL,Y
CKI-001,CKI,1,1,,,46.49498,-84.26934,,,2010-04-17 14:04:00,2010-04-28 12:32:00,,,,VR2W,69,109450,,,Yes,SMRSL,Y
PCH-001,PCH,1,1,,,46.53338,-84.13925,,,2010-04-17 15:54:00,2010-04-19 14:52:00,,,,VR2W,69,109408,,,Yes,SMRSL,N
GRD-006,GRD,6,1,,,46.52884,-84.15322,,,2010-04-17 17:11:00,2010-05-13 21:54:00,,,,VR2W,69,109462,,,Yes,SMRSL,Y
GRD-002,GRD,2,1,,,46.52965,-84.15154,,,2010-04-17 17:57:00,2010-04-26 23:00:00,,,,VR2W,69,109417,,,Yes,SMRSL,Y
GRD-001,GRD,1,1,,,46.52906,-84.15081,,,2010-04-17 18:10:00,2010-04-27 20:03:00,,,,VR2W,69,109442,,,Yes,SMRSL,Y
GRD-005,GRD,5,1,,,46.52809,-84.15259,,,2010-04-17 18:31:00,2010-05-13 21:24:00,,,,VR2W,69,109412,,,Yes,SMRSL,Y
BLL-001,BLL,1,1,,,46.53545,-84.21324,,,2010-04-17 18:43:00,2010-07-30 12:13:00,,,,VR2W,69,109437,,,Yes,SMRSL,N
URC-001,URC,1,1,,,46.28528,-84.21113,,,2010-04-18 15:11:00,2010-08-04 19:35:00,,,,VR2W,69,109424,,,Yes,SMRSL,Y
URC-002,URC,2,1,,,46.28547,-84.21069,,,2010-04-18 15:25:00,2011-11-08 15:56:00,,,,VR2W,69,109434,,,Yes,SMRSL,N
URC-003,URC,3,1,,,46.28605,-84.21078,,,2010-04-18 15:31:00,2010-08-03 20:00:00,,,,VR2W,69,109423,,,Yes,SMRSL,Y
URC-004,URC,4,1,,,46.28610,-84.21139,,,2010-04-18 15:52:00,2010-08-03 19:42:00,,,,VR2W,69,109432,,,Yes,SMRSL,Y
LRC-007,LRC,7,1,,,46.26428,-84.19038,,,2010-04-18 16:15:00,2010-08-04 18:27:00,,,,VR2W,69,109426,,,Yes,SMRSL,Y
LRC-001,LRC,1,1,,,46.26306,-84.18977,,,2010-04-18 16:25:00,2010-04-27 15:32:00,,,,VR2W,69,109436,,,Yes,SMRSL,Y
LRC-006,LRC,6,1,,,46.26474,-84.18894,,,2010-04-18 16:37:00,2010-04-27 14:36:00,,,,VR2W,69,109465,,,Yes,SMRSL,Y
LRC-002,LRC,2,1,,,46.26399,-84.18814,,,2010-04-18 16:49:00,2010-07-28 17:06:00,,,,VR2W,69,109428,,,Yes,SMRSL,Y
STR-002,STR,2,1,,,46.31847,-84.11164,,,2010-04-18 19:13:00,2010-07-29 15:11:00,,,,VR2W,69,109431,,,Yes,SMRSL,N
STR-001,STR,1,1,,,46.31756,-84.12004,,,2010-04-18 19:39:00,2010-07-29 15:29:00,,,,VR2W,69,109433,,,Yes,SMRSL,N
RNS-006,RNS,6,1,,,46.25355,-84.10228,,,2010-04-18 20:07:00,2010-04-27 17:00:00,,,,VR2W,69,109464,,,Yes,SMRSL,Y
RNS-001,RNS,1,1,,,46.25227,-84.10265,,,2010-04-18 20:20:00,2010-04-27 17:35:00,,,,VR2W,69,109410,,,Yes,SMRSL,Y
RNS-002,RNS,2,1,,,46.25202,-84.10061,,,2010-04-18 20:28:00,2010-04-27 18:01:00,,,,VR2W,69,109421,,,Yes,SMRSL,Y
RNS-005,RNS,5,1,,,46.25321,-84.10005,,,2010-04-18 20:40:00,2010-08-04 14:42:00,,,,VR2W,69,109411,,,Yes,SMRSL,Y
RNS-003,RNS,3,1,,,46.25254,-84.09921,,,2010-04-18 20:48:00,2010-06-22 15:43:00,,,,VR2W,69,109459,,,Yes,SMRSL,Y
LRC-003,LRC,3,1,,,46.26537,-84.18685,,,2010-04-18 21:18:00,2010-06-22 19:39:00,,,,VR2W,69,109455,,,Yes,SMRSL,Y
RTR-002,RTR,2,1,,,46.54148,-84.20491,,,2010-04-19 14:12:00,2010-07-30 13:05:00,,,,VR2W,69,109427,,,Yes,SMRSL,N
RTR-001,RTR,1,1,,,46.54205,-84.20278,,,2010-04-19 14:20:00,2010-07-30 12:58:00,,,,VR2W,69,109422,,,Yes,SMRSL,N
PCH-001,PCH,1,2,,,46.52564,-84.17266,,,2010-04-19 15:13:00,2010-07-30 13:29:00,,,,VR2W,69,109408,,,Yes,SMRSL,N
PCH-002,PCH,2,1,,,46.52808,-84.17243,,,2010-04-19 15:20:00,2010-07-30 13:46:00,,,,VR2W,69,109468,,,Yes,SMRSL,N
DCK-002,DCK,2,1,,,46.36021,-84.12914,,,2010-04-19 16:49:00,2010-06-23 18:42:00,,,,VR2W,69,109429,,,Yes,SMRSL,N
DCK-001,DCK,1,1,,,46.35878,-84.13341,,,2010-04-19 16:57:00,2010-07-29 13:08:00,,,,VR2W,69,109405,,,Yes,SMRSL,N
MNB-002,MNB,2,1,,,46.32628,-84.15772,,,2010-04-19 17:38:00,2010-07-29 20:49:00,,,,VR2W,69,109441,,,Yes,SMRSL,N
MNB-001,MNB,1,1,,,46.32636,-84.15942,,,2010-04-19 17:52:00,2010-06-23 20:13:00,,,,VR2W,69,109430,,,Yes,SMRSL,N
URC-005,URC,5,1,,,46.28594,-84.21367,,,2010-04-19 18:31:00,2010-08-03 18:55:00,,,,VR2W,69,109447,,,Yes,SMRSL,Y
BRS-002,BRS,2,1,,,46.47306,-84.46463,,,2010-04-20 14:54:00,2011-09-10 15:00:00,,,,VR2W,69,109419,,,Yes,SMRSL,N
BRS-001,BRS,1,1,,,46.47038,-84.46027,,,2010-04-20 15:07:00,2010-08-01 12:00:00,,,,VR2W,69,109439,,,Yes,SMRSL,N
OVP-003,OVP,3,1,,,46.50370,-84.39434,,,2010-04-20 15:34:00,2010-08-01 13:23:00,,,,VR2W,69,109448,,,Yes,SMRSL,N
OVP-002,OVP,2,1,,,46.50187,-84.39261,,,2010-04-20 15:42:00,2010-06-24 16:04:00,,,,VR2W,69,109445,,,Yes,SMRSL,N
OVP-001,OVP,1,1,,,46.49753,-84.38940,,,2010-04-20 15:51:00,2010-08-01 13:38:00,,,,VR2W,69,109449,,,Yes,SMRSL,N
IS3-001,IS3,1,1,,,46.47438,-84.29869,,,2010-04-20 18:03:00,2010-07-31 14:08:00,,,,VR2W,69,109470,,,Yes,SMRSL,N
SSM-001,SSM,1,1,,,46.51038,-84.34121,,,2010-04-20 19:05:00,2010-08-01 16:52:00,,,,VR2W,69,109444,,,Yes,SMRSL,Y
SSM-002,SSM,2,1,,,46.50869,-84.34174,,,2010-04-20 19:17:00,2010-08-01 15:27:00,,,,VR2W,69,109443,,,Yes,SMRSL,Y
SSM-003,SSM,3,1,,,46.50695,-84.34311,,,2010-04-20 19:28:00,2010-11-02 16:45:00,,,,VR2W,69,109435,,,Yes,SMRSL,Y
LMN-001,LMN,1,1,,,46.22872,-84.28929,,,2010-04-26 15:20:00,2010-08-02 16:50:00,,,,VR2W,69,109467,,,Yes,SMRSL,N
ECH-002,ECH,2,1,,,46.51989,-84.02023,,,2010-04-26 17:40:00,2010-08-02 20:20:00,,,,VR2W,69,109466,,,Yes,SMRSL,N
ECH-001,ECH,1,1,,,46.50867,-84.04574,,,2010-04-26 18:20:00,2010-08-02 19:35:00,,,,VR2W,69,109425,,,Yes,SMRSL,N
GRD-002,GRD,2,2,,,46.52967,-84.15154,,,2010-04-26 23:21:00,2010-05-13 20:25:00,,,,VR2W,69,109417,,,Yes,SMRSL,Y
LRC-006,LRC,6,2,,,46.26482,-84.18900,,,2010-04-27 15:05:00,2010-07-28 15:54:00,,,,VR2W,69,109465,,,Yes,SMRSL,Y
LRC-001,LRC,1,2,,,46.26317,-84.18963,,,2010-04-27 15:44:00,2010-07-28 14:57:00,,,,VR2W,69,109436,,,Yes,SMRSL,Y
RNS-006,RNS,6,2,,,46.25355,-84.10230,,,2010-04-27 17:18:00,2010-06-22 14:09:00,,,,VR2W,69,109464,,,Yes,SMRSL,Y
RNS-001,RNS,1,2,,,46.25222,-84.10268,,,2010-04-27 17:46:00,2010-06-22 14:44:00,,,,VR2W,69,109410,,,Yes,SMRSL,Y
RNS-002,RNS,2,2,,,46.25190,-84.10087,,,2010-04-27 18:12:00,2010-08-04 13:53:00,,,,VR2W,69,109421,,,Yes,SMRSL,Y
GRD-001,GRD,1,2,,,46.52904,-84.15079,,,2010-04-27 20:20:00,2010-05-13 19:31:00,,,,VR2W,69,109442,,,Yes,SMRSL,Y
CKI-004,CKI,4,2,,,46.49458,-84.27228,,,2010-04-28 12:21:00,2010-04-28 13:07:00,,,,VR2W,69,109457,,,Yes,SMRSL,Y
CKI-001,CKI,1,2,,,46.49495,-84.26937,,,2010-04-28 13:00:00,2010-06-24 18:11:00,,,,VR2W,69,109450,,,Yes,SMRSL,Y
CKI-004,CKI,4,3,,,46.49464,-84.27226,,,2010-04-28 13:16:00,2010-07-30 19:27:00,,,,VR2W,69,109457,,,Yes,SMRSL,Y
CKI-002,CKI,2,2,,,46.49654,-84.26933,,,2010-04-28 13:41:00,2010-06-24 17:39:00,,,,VR2W,69,109409,,,Yes,SMRSL,Y
CKI-005,CKI,5,2,,,46.49594,-84.27306,,,2010-04-28 13:56:00,2010-07-30 18:28:00,,,,VR2W,69,109440,,,Yes,SMRSL,Y
GRD-001,GRD,1,3,,,46.52886,-84.15104,,,2010-05-13 20:09:00,2010-06-21 19:55:00,,,,VR2W,69,109442,,,Yes,SMRSL,Y
GRD-002,GRD,2,3,,,46.52974,-84.15165,,,2010-05-13 20:55:00,2010-05-26 22:57:00,,,,VR2W,69,109417,,,Yes,SMRSL,Y
GRD-004,GRD,4,1,,,46.52939,-84.15236,,,2010-05-13 21:14:00,2010-06-21 18:51:00,,,,VR2W,69,109469,,,Yes,SMRSL,Y
GRD-005,GRD,5,2,,,46.52805,-84.15259,,,2010-05-13 21:35:00,2010-06-21 20:20:00,,,,VR2W,69,109412,,,Yes,SMRSL,Y
GRD-006,GRD,6,2,,,46.52890,-84.15311,,,2010-05-13 22:07:00,2010-06-21 18:15:00,,,,VR2W,69,109462,,,Yes,SMRSL,Y
GRD-003,GRD,3,1,,,46.52844,-84.15197,,,2010-05-13 22:14:00,2010-06-21 21:18:00,,,,VR2W,69,106328,,,Yes,SMRSL,Y
CKI-003,CKI,3,1,,,46.49561,-84.27082,,,2010-05-19 19:19:00,2010-07-30 20:11:00,,,,VR2W,69,109973,,,Yes,SMRSL,Y
LRC-005,LRC,5,1,,,46.26385,-84.18993,,,2010-05-20 12:47:00,2010-07-28 13:56:00,,,,VR2W,69,109931,,,Yes,SMRSL,Y
LRC-004,LRC,4,1,,,46.26442,-84.18865,,,2010-05-20 12:58:00,2010-07-28 16:36:00,,,,VR2W,69,106785,,,Yes,SMRSL,Y
RNS-004,RNS,4,1,,,46.25264,-84.10037,,,2010-05-20 13:29:00,2010-08-04 14:35:00,,,,VR2W,69,106784,,,Yes,SMRSL,Y
GRD-002,GRD,2,4,,,46.52991,-84.15147,,,2010-05-26 23:19:00,2010-06-21 19:19:00,,,,VR2W,69,109417,,,Yes,SMRSL,Y
SSM-004,SSM,4,2,,,46.50050,-84.33757,,,2010-06-02 18:05:00,2010-07-31 17:20:00,,,,VR2W,69,109416,,,Yes,SMRSL,N
PWC-001,PWC,1,2,,,46.50562,-84.35006,,,2010-06-03 15:40:00,2010-08-02 17:05:00,,,,VR2W,69,109461,,,Yes,SMRSL,N
PWC-002,PWC,2,2,,,46.50519,-84.35271,,,2010-06-03 16:03:00,2010-08-02 16:49:00,,,,VR2W,69,109418,,,Yes,SMRSL,N
IS1-001,IS1,1,2,,,46.47710,-84.29526,,,2010-06-03 19:53:00,2010-07-31 12:53:00,,,,VR2W,69,109458,,,Yes,SMRSL,N
GRD-006,GRD,6,3,,,46.52897,-84.15294,,,2010-06-21 18:38:00,2010-07-30 15:54:00,,,,VR2W,69,109462,,,Yes,SMRSL,Y
GRD-004,GRD,4,2,,,46.52935,-84.15239,,,2010-06-21 19:03:00,2010-07-30 15:28:00,,,,VR2W,69,109469,,,Yes,SMRSL,Y
GRD-002,GRD,2,5,,,46.52979,-84.15145,,,2010-06-21 19:45:00,2010-07-30 15:11:00,,,,VR2W,69,109417,,,Yes,SMRSL,Y
GRD-001,GRD,1,4,,,46.52890,-84.15105,,,2010-06-21 20:10:00,2010-07-30 14:44:00,,,,VR2W,69,109442,,,Yes,SMRSL,Y
GRD-005,GRD,5,3,,,46.52805,-84.15260,,,2010-06-21 20:49:00,2010-07-30 16:09:00,,,,VR2W,69,109412,,,Yes,SMRSL,Y
